Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR950182_1_val_1 - polya	(1, 0.002189532456740932)	(2, 0.011150090756120333)	(3, 0.013211556220108493)	(4, 0.01583899516819761)	(5, 0.01967687375746615)	(6, 0.027030397857463997)	(7, 0.0329297419107207)	(8, 0.04111363586695426)	(9, 0.04781443142324443)	(10, 0.062091835518521155)	(12, 0.07383475251528737)	(14, 0.08476795562239092)	(16, 0.09527771141474739)	(18, 0.10428990963055937)	(20, 0.11245727881353451)	(22, 0.12210568079979572)	(24, 0.1329232104940903)	(26, 0.151955618094478)	(28, 0.16663994473124338)	(30, 0.18475316181913132)	(32, 0.21499762807535844)	(34, 0.2497120454979887)	(36, 0.2703349625244995)	(38, 0.2947255278539306)	(40, 0.3153443136871268)	(42, 0.33448206671703695)	(44, 0.3520065887575936)	(46, 0.37165247856520023)	(48, 0.38691517226601035)	(50, 0.4001659748226076)	(52, 0.4145074124142607)	(54, 0.4283716971780769)	(56, 0.44070537481883165)	(58, 0.451337000813969)	(60, 0.4620904970118872)	(62, 0.4723792339619123)	(64, 0.48230029470693747)	(66, 0.49155623332831117)	(68, 0.5001862961625221)	(70, 0.5087151447605253)	(72, 0.5178223604225731)	(74, 0.5288629745558564)	(76, 0.5384638678189997)	(78, 0.5472199320493061)	(80, 0.5579631002639378)	(82, 0.5726102461608717)	(84, 0.5855037004957555)	(86, 0.5935987737957251)	(88, 0.6002603230155266)	(90, 0.6015471897330261)
ERR950182_2_val_2 - polya	(1, 0.00011567341280895491)	(2, 0.002164745296853299)	(3, 0.0032553803319091594)	(4, 0.004614542932414379)	(5, 0.006894961642076634)	(6, 0.01407497562286105)	(7, 0.023345373420835862)	(8, 0.03389644114633839)	(9, 0.040060181571729844)	(10, 0.047909448869480356)	(12, 0.05736781596326973)	(14, 0.06759665061023303)	(16, 0.07464653200160737)	(18, 0.0810849967824201)	(20, 0.08685007705295211)	(22, 0.09337529689337154)	(24, 0.10300097731640243)	(26, 0.13235517141333203)	(28, 0.14947896770237198)	(30, 0.1653262252571988)	(32, 0.18570540187814788)	(34, 0.20470682552867603)	(36, 0.2154355345667066)	(38, 0.22577591143316425)	(40, 0.23526732807347045)	(42, 0.24511815853214736)	(44, 0.2572473421038292)	(46, 0.2706923107462129)	(48, 0.28059891231463696)	(50, 0.28885716775053344)	(52, 0.2969625690337895)	(54, 0.30463419501901196)	(56, 0.31205588380870075)	(58, 0.3190830436368448)	(60, 0.326616274646028)	(62, 0.33308365778004295)	(64, 0.3393052349118389)	(66, 0.3449587729628766)	(68, 0.35047185044121765)	(70, 0.3571437276443056)	(72, 0.36384039200728113)	(74, 0.36993390214632427)	(76, 0.37755595381177154)	(78, 0.3840109433658426)	(80, 0.38942900339794784)	(82, 0.3942294500295194)	(84, 0.39871592596918104)	(86, 0.40328915696844936)	(88, 0.4078520599844312)	(90, 0.4088104968334197)
ERR950183_1_val_1 - polya	(1, 0.005307275072545767)	(2, 0.010182562639186647)	(3, 0.012240856049674642)	(4, 0.01480010976112797)	(5, 0.017642514947039965)	(6, 0.022307253981391068)	(7, 0.026118908445257726)	(8, 0.031901732789009714)	(9, 0.03685688359203637)	(10, 0.0478217429330928)	(12, 0.05915506220565633)	(14, 0.06964437227550653)	(16, 0.08135885699445673)	(18, 0.09134902183689582)	(20, 0.10026647820878959)	(22, 0.1095070176733349)	(24, 0.11914324317270066)	(26, 0.13278533600623485)	(28, 0.14507338396831926)	(30, 0.160688461755293)	(32, 0.18461657642060453)	(34, 0.21217846834146892)	(36, 0.23418805025996753)	(38, 0.2607407612846844)	(40, 0.2819480806922168)	(42, 0.3010009077908874)	(44, 0.3189810264190127)	(46, 0.3379340244722011)	(48, 0.353166121739234)	(50, 0.366145712725477)	(52, 0.37786745773864416)	(54, 0.38901200936156854)	(56, 0.39964834038931074)	(58, 0.4097891563367503)	(60, 0.41932373771707965)	(62, 0.42893273711313207)	(64, 0.4384346471694853)	(66, 0.44709799324378796)	(68, 0.4544581165061591)	(70, 0.4616802941784093)	(72, 0.46828353176866977)	(74, 0.4756382098103782)	(76, 0.4819401451906377)	(78, 0.488060573215475)	(80, 0.4944714130089879)	(82, 0.5032291429081102)	(84, 0.5096036812305386)	(86, 0.513446191944827)	(88, 0.5155407868263995)	(90, 0.5157930820504363)
ERR950183_2_val_2 - polya	(1, 3.267132397599994e-05)	(2, 0.0007986323638577762)	(3, 0.0012015786928951087)	(4, 0.001876786055065774)	(5, 0.003096515483503105)	(6, 0.0065814567076097645)	(7, 0.011478525156901311)	(8, 0.017003609055953744)	(9, 0.020709989253675516)	(10, 0.024819315780434618)	(12, 0.029972309600871494)	(14, 0.0352251324667906)	(16, 0.03907671854885014)	(18, 0.042472721168799916)	(20, 0.045861463494532795)	(22, 0.049351849939302125)	(24, 0.05496950258961989)	(26, 0.06956450903912076)	(28, 0.07957100954354784)	(30, 0.09200607846352427)	(32, 0.11021126621237312)	(34, 0.12819319991405265)	(36, 0.1387859691764935)	(38, 0.15074911897237214)	(40, 0.16150524485469303)	(42, 0.17315801707279965)	(44, 0.18741723491476941)	(46, 0.20259669504872982)	(48, 0.21340727313767738)	(50, 0.22292370378246446)	(52, 0.23180485868327377)	(54, 0.2400652584285391)	(56, 0.2478519239761524)	(58, 0.2551321840021377)	(60, 0.2615266881336626)	(62, 0.2679375279271755)	(64, 0.27416504529171193)	(66, 0.2800567740487172)	(68, 0.2855618921386732)	(70, 0.2920671157570056)	(72, 0.29922213570774964)	(74, 0.3057709210913834)	(76, 0.31273354324537983)	(78, 0.31848914148581847)	(80, 0.32302138015071136)	(82, 0.32724505631138645)	(84, 0.330998628421518)	(86, 0.33482298840026425)	(88, 0.33845132043515447)	(90, 0.3390448494873851)
ERR950184_1_val_1 - polya	(1, 0.0027520138799274007)	(2, 0.007240367298185719)	(3, 0.01024946057577862)	(4, 0.012293452508037104)	(5, 0.01477995815758866)	(6, 0.019382100817436625)	(7, 0.02303178538101569)	(8, 0.02888982411470495)	(9, 0.03369847317595635)	(10, 0.042510817774621276)	(12, 0.05292464058825161)	(14, 0.0627084081567837)	(16, 0.07249639014167097)	(18, 0.0811422652943066)	(20, 0.08924237352894743)	(22, 0.09818115061826752)	(24, 0.10964436310433572)	(26, 0.12754931098928451)	(28, 0.14208904741462836)	(30, 0.15997713763415647)	(32, 0.19100367084093367)	(34, 0.22702639463676746)	(36, 0.25049226490236587)	(38, 0.27895432575702084)	(40, 0.3009683295882625)	(42, 0.3202893213685491)	(44, 0.3383649531158824)	(46, 0.35818956765061205)	(48, 0.37380819466287996)	(50, 0.3862070075797964)	(52, 0.39748900016259214)	(54, 0.4085413070540311)	(56, 0.41926699667794415)	(58, 0.42941531126119864)	(60, 0.4383393378932756)	(62, 0.4481483919599388)	(64, 0.4581218082644536)	(66, 0.46731977195961677)	(68, 0.4758118209152886)	(70, 0.4842996554546053)	(72, 0.49254726826167716)	(74, 0.5022636051685265)	(76, 0.5108272992022362)	(78, 0.5198061132469305)	(80, 0.5300028936182695)	(82, 0.5445236651700149)	(84, 0.5558730884144936)	(86, 0.5633009972404844)	(88, 0.5695762631933358)	(90, 0.5709733422150753)
ERR950184_2_val_2 - polya	(1, 6.321624532758195e-05)	(2, 0.002014491017772278)	(3, 0.0028489454560963598)	(4, 0.0043787785930238425)	(5, 0.007088648309399522)	(6, 0.015289902536564487)	(7, 0.02616309673290858)	(8, 0.03823318517412156)	(9, 0.04478238819005905)	(10, 0.05352940933521881)	(12, 0.06406966463950431)	(14, 0.07512829315547598)	(16, 0.08266156239034615)	(18, 0.08931612581516295)	(20, 0.09579157654488493)	(22, 0.10225649123371897)	(24, 0.11263870592468551)	(26, 0.14325644074501104)	(28, 0.1618588745367408)	(30, 0.1789799409796276)	(32, 0.20083590419755026)	(34, 0.22265815208463155)	(36, 0.2344290169646273)	(38, 0.24677514967710407)	(40, 0.2581688242933119)	(42, 0.27018833973826284)	(44, 0.28456371392575497)	(46, 0.2996386812282057)	(48, 0.31070152416053254)	(50, 0.31998166897462155)	(52, 0.32849689722024683)	(54, 0.33667075774110317)	(56, 0.34459175328064917)	(58, 0.35231256404332456)	(60, 0.35905773741977753)	(62, 0.36625596055441156)	(64, 0.37345418368904554)	(66, 0.3798284884262434)	(68, 0.3864493365202188)	(70, 0.39439772576607346)	(72, 0.402112214904216)	(74, 0.40900489285310004)	(76, 0.41681631356741156)	(78, 0.42368370501816455)	(80, 0.4292551634397021)	(82, 0.4342998198168432)	(84, 0.43889353364398076)	(86, 0.44355467813280114)	(88, 0.4485761552199887)	(90, 0.44963186651695936)
ERR950185_1_val_1 - polya	(1, 0.0031894761462622884)	(2, 0.00845592480408497)	(3, 0.010555326824409513)	(4, 0.013125748528781232)	(5, 0.016386999103088804)	(6, 0.02015964247721902)	(7, 0.024259756679305845)	(8, 0.02984470436157947)	(9, 0.03435303562317384)	(10, 0.041860192206535224)	(12, 0.051841323606582466)	(14, 0.060884901540288194)	(16, 0.06969521258284675)	(18, 0.07796048656243644)	(20, 0.08563137855977612)	(22, 0.09422860926907525)	(24, 0.10421646952175173)	(26, 0.11870368923251694)	(28, 0.13139879119302647)	(30, 0.1470052433911228)	(32, 0.17096668760386546)	(34, 0.19727201548246187)	(36, 0.21543991758142428)	(38, 0.23714943911424613)	(40, 0.2545412802099689)	(42, 0.26971259993804075)	(44, 0.2839800104629172)	(46, 0.2995416036434853)	(48, 0.3123623108530741)	(50, 0.3231867917826534)	(52, 0.3334864222071516)	(54, 0.343673905087829)	(56, 0.3533298086107961)	(58, 0.3620481586674216)	(60, 0.3703156755978877)	(62, 0.37889271974929906)	(64, 0.38762452751118315)	(66, 0.3957821398487049)	(68, 0.4031165892145823)	(70, 0.41043533792432485)	(72, 0.41770922761653906)	(74, 0.42547432355068815)	(76, 0.43260242143593536)	(78, 0.43974173407556466)	(80, 0.4477221532938496)	(82, 0.4579343086341676)	(84, 0.46558277112274316)	(86, 0.47090977945422907)	(88, 0.4747811126669215)	(90, 0.4755953038350602)
ERR950185_2_val_2 - polya	(1, 4.485901752830223e-05)	(2, 0.0011932498662528392)	(3, 0.002036599395784921)	(4, 0.002996582370890589)	(5, 0.004965893240383056)	(6, 0.011030832410209518)	(7, 0.01972899590894732)	(8, 0.03003759813695117)	(9, 0.03643000813473424)	(10, 0.04437902604074939)	(12, 0.0534786777463655)	(14, 0.06417755342686558)	(16, 0.07155237590851846)	(18, 0.07748498097663643)	(20, 0.08377870113585724)	(22, 0.08975840817237993)	(24, 0.09823227658347622)	(26, 0.1175418406785339)	(28, 0.13125972823868873)	(30, 0.1447039757919209)	(32, 0.161281625719505)	(34, 0.17870935402925042)	(36, 0.18918169167123255)	(38, 0.20045924867784776)	(40, 0.20995814563946574)	(42, 0.22141738166707053)	(44, 0.23601002006902727)	(46, 0.2503850922359717)	(48, 0.25947801508895857)	(50, 0.26827038252450586)	(52, 0.2764706109286794)	(54, 0.2840787003014795)	(56, 0.29144679393050316)	(58, 0.29819134721588336)	(60, 0.3044760955715985)	(62, 0.31076757277994294)	(64, 0.3172497008127826)	(66, 0.32319127768440625)	(68, 0.32871790864389305)	(70, 0.3355970389818582)	(72, 0.34253672899348653)	(74, 0.3487340022650215)	(76, 0.355128655213681)	(78, 0.3609648133941131)	(80, 0.36577818597489997)	(82, 0.3701653978891679)	(84, 0.3739941150352085)	(86, 0.37768601217778774)	(88, 0.38169192244306516)	(90, 0.38258910279363123)
ERR950186_1_val_1 - polya	(1, 0.0033844881663076926)	(2, 0.013338639658834394)	(3, 0.01737089509593031)	(4, 0.021065851599124663)	(5, 0.02541240831553794)	(6, 0.03216605287843052)	(7, 0.03798062654580173)	(8, 0.04632110927500392)	(9, 0.0539601635393881)	(10, 0.07274924733467725)	(12, 0.08543820325150805)	(14, 0.09552459125789389)	(16, 0.10435377414701028)	(18, 0.11213464728133035)	(20, 0.11893428715339133)	(22, 0.1265963390723597)	(24, 0.1349521535712847)	(26, 0.14703358811284967)	(28, 0.15782332105526886)	(30, 0.17155867025568064)	(32, 0.19286408075672404)	(34, 0.21706719573537625)	(36, 0.23260977729186288)	(38, 0.25000941945602345)	(40, 0.26564782457327757)	(42, 0.28014592931739857)	(44, 0.29372221140693633)	(46, 0.30872818102312505)	(48, 0.32018484594848595)	(50, 0.33105315421073445)	(52, 0.3438187689761793)	(54, 0.3562413353940765)	(56, 0.3666439411509951)	(58, 0.3745455519718821)	(60, 0.382654141684027)	(62, 0.3905346713215453)	(64, 0.398664342217059)	(66, 0.4059277681232346)	(68, 0.41232303256885683)	(70, 0.41849406988228305)	(72, 0.4254355286242799)	(74, 0.43317998880550834)	(76, 0.4403916699888695)	(78, 0.44707632158800953)	(80, 0.45415959919994225)	(82, 0.463807115298013)	(84, 0.473291731342779)	(86, 0.4802485218544987)	(88, 0.48647130389073934)	(90, 0.487630768976026)
ERR950186_2_val_2 - polya	(1, 5.7494136460493074e-05)	(2, 0.0012342074626852514)	(3, 0.001801482942428783)	(4, 0.0027022244136431744)	(5, 0.0044768767590570606)	(6, 0.008900092324084329)	(7, 0.014875649573544909)	(8, 0.021813275373111073)	(9, 0.02632464861404443)	(10, 0.03136688438162967)	(12, 0.03802853832618547)	(14, 0.04497383001061303)	(16, 0.04963277153512832)	(18, 0.05417289184429193)	(20, 0.0585654438698736)	(22, 0.0631553924306363)	(24, 0.06991095346474423)	(26, 0.08725118502122894)	(28, 0.09806199914701699)	(30, 0.10862942142845561)	(32, 0.12243568006383534)	(34, 0.13507097478663638)	(36, 0.14252796428556236)	(38, 0.1500117843815032)	(40, 0.1567692618868265)	(42, 0.16418025607658404)	(44, 0.17284653891239568)	(46, 0.18217208784628766)	(48, 0.18866317585267733)	(50, 0.19424010708934514)	(52, 0.2000604301703624)	(54, 0.2053230601277129)	(56, 0.21053586183346423)	(58, 0.21544586108719035)	(60, 0.2208809734539223)	(62, 0.2257718079954949)	(64, 0.22996313054346484)	(66, 0.2337347458952732)	(68, 0.23750252830465085)	(70, 0.24190657915752461)	(72, 0.24615156289952436)	(74, 0.25016273715325144)	(76, 0.25488875517030396)	(78, 0.25932730250505404)	(80, 0.26284786012765154)	(82, 0.2660694482406545)	(84, 0.2690246468547238)	(86, 0.27190893603382527)	(88, 0.2748296381660183)	(90, 0.27539308070333113)
ERR950187_1_val_1 - polya	(1, 0.0032629939233140256)	(2, 0.009908762559532085)	(3, 0.011259394221460802)	(4, 0.013138713506407487)	(5, 0.015472373717385239)	(6, 0.018454502340970968)	(7, 0.021304459058802207)	(8, 0.02597590985281254)	(9, 0.029309120101058638)	(10, 0.03772062279071562)	(12, 0.044095852057342455)	(14, 0.049717288423963196)	(16, 0.055326333674419456)	(18, 0.06004941411911514)	(20, 0.06436565291641028)	(22, 0.07036501832604777)	(24, 0.0765172075017139)	(26, 0.08553174451137574)	(28, 0.09368509894760599)	(30, 0.10517372881810974)	(32, 0.12622003962348521)	(34, 0.15066151625792917)	(36, 0.16513433993804608)	(38, 0.18499936433574077)	(40, 0.2011697709303919)	(42, 0.215109776615436)	(44, 0.22807914486759556)	(46, 0.24292576721867437)	(48, 0.25326408847190857)	(50, 0.2611964680032055)	(52, 0.27190032718329193)	(54, 0.28237082034228067)	(56, 0.29123872914399607)	(58, 0.2976676532473357)	(60, 0.30450341899807587)	(62, 0.3106184348252485)	(64, 0.31669214693187286)	(66, 0.3225304278313721)	(68, 0.32783382554977114)	(70, 0.33300298617638824)	(72, 0.3390828938410948)	(74, 0.34625528491430346)	(76, 0.3529031187365489)	(78, 0.3586071625442662)	(80, 0.3661698737766561)	(82, 0.37814795273565693)	(84, 0.38983690565081985)	(86, 0.3977031992292395)	(88, 0.40399788624079724)	(90, 0.405094500021354)
ERR950187_2_val_2 - polya	(1, 4.543409260310669e-05)	(2, 0.0010532448739811095)	(3, 0.0016728006822052915)	(4, 0.002383224675635687)	(5, 0.003787551174277166)	(6, 0.00775683871896676)	(7, 0.013696313733809251)	(8, 0.020788162551948722)	(9, 0.024637669307048308)	(10, 0.029395857914210025)	(12, 0.03481697123617162)	(14, 0.04151230433704761)	(16, 0.04571908827488981)	(18, 0.04945914017053645)	(20, 0.05311864981111396)	(22, 0.05682565873032198)	(24, 0.06180069187036216)	(26, 0.07335747287977057)	(28, 0.08120931015599836)	(30, 0.0902362382818247)	(32, 0.10328614878905339)	(34, 0.11501020986668233)	(36, 0.12120370276289674)	(38, 0.1274674119840432)	(40, 0.13261798593641358)	(42, 0.138307573441939)	(44, 0.14543659560857192)	(46, 0.1530633276078116)	(48, 0.1582324882344287)	(50, 0.16279241898295865)	(52, 0.16713963557066502)	(54, 0.17107588013891598)	(56, 0.17504516768360556)	(58, 0.17910532341350138)	(60, 0.18271526858942094)	(62, 0.18682292359794728)	(64, 0.1903812391231815)	(66, 0.19378673088238707)	(68, 0.19682255434268559)	(70, 0.20025282833422015)	(72, 0.20409820471726486)	(74, 0.20751608759263496)	(76, 0.21126233504636382)	(78, 0.21454598082995202)	(80, 0.21738354643161878)	(82, 0.2197729666653367)	(84, 0.22212314836453376)	(86, 0.22432050629770217)	(88, 0.22663557983443322)	(90, 0.22714981115525928)
