Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR950182_1 - illumina_universal_adapter	(1, 0.008115769384292985)	(2, 0.010961356152080631)	(3, 0.013970661610617703)	(4, 0.016800656122143497)	(5, 0.023255850214549446)	(6, 0.03286068007184912)	(7, 0.04727572098592955)	(8, 0.057028677277716794)	(9, 0.059772914379802415)	(10, 0.061922696711905006)	(12, 0.06375283779063966)	(14, 0.06562780660612713)	(16, 0.06822781533779064)	(18, 0.07270474191697435)	(20, 0.08114210158666799)	(22, 0.0893143928999102)	(24, 0.09971637685859694)	(26, 0.1130107243538569)	(28, 0.13393553225725974)	(30, 0.162806543758108)	(32, 0.19349405311346174)	(34, 0.23164830418620896)	(36, 0.2768034783205269)	(38, 0.33115613461730364)	(40, 0.3909115077088115)	(42, 0.4679528458986129)	(44, 0.5516735168645843)	(46, 0.6503647028739648)	(48, 0.7722825036174035)	(50, 0.9270648824967568)	(52, 1.1208356981588663)	(54, 1.3248194416724877)	(56, 1.5479894565163157)	(58, 1.7897337466320726)	(60, 2.03976337191897)	(62, 2.3413137099590857)	(64, 2.6598128305558326)	(66, 3.0101513384392775)	(68, 3.3877899380051892)	(70, 3.8747906739596845)	(72, 4.4076209491318235)	(74, 4.921387741991817)	(76, 5.4919824618301565)	(78, 6.051816575815787)	(80, 6.605618435660114)	(82, 7.210773391502844)	(84, 7.828503502020757)	(86, 8.518301020980939)	(88, 9.283676155074344)	(90, 9.815972395469514)
ERR950182_1 - polya	(1, 0.003258781558726674)	(2, 0.02304925281907993)	(3, 0.026943418820477)	(4, 0.032147334347869476)	(5, 0.03869608197784652)	(6, 0.05256149585869674)	(7, 0.06337472557628979)	(8, 0.07964524498553038)	(9, 0.0912536797724778)	(10, 0.11308088950703522)	(12, 0.13413628255663107)	(14, 0.15431266215946512)	(16, 0.17255170392176428)	(18, 0.18854935884642252)	(20, 0.20348674034527492)	(22, 0.22084287059674684)	(24, 0.24138371918970164)	(26, 0.2760238655074344)	(28, 0.3012267987226824)	(30, 0.3311385933290091)	(32, 0.3792465509929149)	(34, 0.43157221397565115)	(36, 0.46055042223829956)	(38, 0.4932103520107774)	(40, 0.5198146392575591)	(42, 0.5442477048198783)	(44, 0.5673008557030237)	(46, 0.5935504191198483)	(48, 0.614048389008083)	(50, 0.6319132166200978)	(52, 0.650586892525696)	(54, 0.6689389781458936)	(56, 0.6854531265592256)	(58, 0.700659474478595)	(60, 0.7162146991318232)	(62, 0.7308577767937332)	(64, 0.7473777723031634)	(66, 0.7633169562668396)	(68, 0.7783030635665102)	(70, 0.7960840828011178)	(72, 0.8136312181917972)	(74, 0.830632624613312)	(76, 0.8460104873515617)	(78, 0.8606184824368825)	(80, 0.8788770145195091)	(82, 0.9067286822672388)	(84, 0.9327638521604631)	(86, 0.9511100906845624)	(88, 0.9680959048498154)	(90, 0.9806983459734557)
ERR950183_1 - illumina_universal_adapter	(1, 0.01411944676994134)	(2, 0.016151119941086933)	(3, 0.017841908351973197)	(4, 0.01992812308476028)	(5, 0.025470909286576943)	(6, 0.03482819595569548)	(7, 0.04878401804071234)	(8, 0.0584344656036539)	(9, 0.06197966711035091)	(10, 0.06475617348266313)	(12, 0.06716793316149787)	(14, 0.06925585231808626)	(16, 0.07231529304141371)	(18, 0.07655419503523844)	(20, 0.08318610804608367)	(22, 0.09144063251576329)	(24, 0.10342614068648123)	(26, 0.12118964554359478)	(28, 0.15139033087876988)	(30, 0.19280612482647685)	(32, 0.23966073512412145)	(34, 0.29574991357719116)	(36, 0.3626724097113023)	(38, 0.44282123454347533)	(40, 0.530126934917293)	(42, 0.6286784235320658)	(44, 0.7421691867652038)	(46, 0.8763840389983074)	(48, 1.040441647568314)	(50, 1.2436873681777327)	(52, 1.4983743035340853)	(54, 1.7652683221553245)	(56, 2.048303234174843)	(58, 2.370052428417013)	(60, 2.706505686792969)	(62, 3.0892101894409105)	(64, 3.4841217753537386)	(66, 3.924432393637904)	(68, 4.4162149062974265)	(70, 4.963597427779047)	(72, 5.573155625108167)	(74, 6.210901583263131)	(76, 6.890753627005327)	(78, 7.556987324575163)	(80, 8.182043847529474)	(82, 8.797335726526155)	(84, 9.410744217222405)	(86, 10.065532708966533)	(88, 10.687974645809655)	(90, 10.865592650142778)
ERR950183_1 - polya	(1, 0.00633022999801571)	(2, 0.015561389305838296)	(3, 0.018445274377632204)	(4, 0.022171144807266653)	(5, 0.02649697241495752)	(6, 0.03373054702766044)	(7, 0.03982556654109722)	(8, 0.04983053425470848)	(9, 0.05781746418758452)	(10, 0.07442025643601506)	(12, 0.09441485204902592)	(14, 0.11532642766713436)	(16, 0.13705271786226259)	(18, 0.15671665525782189)	(20, 0.17482104487519476)	(22, 0.1955775179273852)	(24, 0.21908322657106713)	(26, 0.2526501489138031)	(28, 0.2795510697696679)	(30, 0.3118021769378029)	(32, 0.3592737886515168)	(34, 0.4087600292983634)	(36, 0.44192129877639075)	(38, 0.47867719805135267)	(40, 0.5063263609559867)	(42, 0.530914378713492)	(44, 0.5543075953862884)	(46, 0.5799353116625847)	(48, 0.6002656787644509)	(50, 0.6171445876686915)	(52, 0.6321401082724993)	(54, 0.6464419283891794)	(56, 0.6603977504741962)	(58, 0.6736564632244828)	(60, 0.6858158226229331)	(62, 0.6985035533997852)	(64, 0.7112884363333112)	(66, 0.7228785181821284)	(68, 0.7327147479394113)	(70, 0.7424163282163917)	(72, 0.7514463655156614)	(74, 0.7614223580246505)	(76, 0.7705154590045681)	(78, 0.7792284734767965)	(80, 0.7887936998496732)	(82, 0.8028722404483835)	(84, 0.8132794521791007)	(86, 0.8196216131437255)	(88, 0.8240326619414813)	(90, 0.8254592646631664)
ERR950184_1 - illumina_universal_adapter	(1, 0.0027147863673178084)	(2, 0.0032617068325584767)	(3, 0.003939412626443652)	(4, 0.005025327173370776)	(5, 0.007835230143339134)	(6, 0.011949023207975465)	(7, 0.016645405463846418)	(8, 0.020537259788964795)	(9, 0.022340512047548156)	(10, 0.024185377819791132)	(12, 0.025869734325061306)	(14, 0.027663078604201904)	(16, 0.029922097917152488)	(18, 0.033885289694258774)	(20, 0.0422456427480645)	(22, 0.04989063968610253)	(24, 0.058803857992814575)	(26, 0.07131169124136202)	(28, 0.08982177843633696)	(30, 0.11511288676194073)	(32, 0.1420804252092605)	(34, 0.17685148826570252)	(36, 0.21952317412980593)	(38, 0.27020843376721826)	(40, 0.32947796679384284)	(42, 0.4021113824928698)	(44, 0.49258906916831785)	(46, 0.5987748664523267)	(48, 0.7247151931493219)	(50, 0.8753759285560174)	(52, 1.0682684355395575)	(54, 1.2804398889228314)	(56, 1.5279570681702275)	(58, 1.8190099090891365)	(60, 2.1287571256206554)	(62, 2.484631931245915)	(64, 2.8789952738145423)	(66, 3.34015226899863)	(68, 3.7683018214670883)	(70, 4.254510151874264)	(72, 4.775935404412808)	(74, 5.350415905271473)	(76, 6.003078290317115)	(78, 6.7158028467448005)	(80, 7.492517097605646)	(82, 8.221704752675432)	(84, 8.94935865252748)	(86, 10.025969606757844)	(88, 10.986078575508394)	(90, 11.63158739939636)
ERR950184_1 - polya	(1, 0.0036857683527088494)	(2, 0.014786668520383567)	(3, 0.020576891706735857)	(4, 0.024512341141402404)	(5, 0.028895631246881957)	(6, 0.03757502123874473)	(7, 0.04437189513648202)	(8, 0.0563962189882225)	(9, 0.06470306895303729)	(10, 0.07951153502819494)	(12, 0.09876472068137729)	(14, 0.11804763027288795)	(16, 0.13613960073537817)	(18, 0.15263440491169453)	(20, 0.16848122723245404)	(22, 0.18655734492783582)	(24, 0.2100848329126273)	(26, 0.2464689150223516)	(28, 0.2732501834561474)	(30, 0.30490221458400674)	(32, 0.3566733887683462)	(34, 0.413152834783888)	(36, 0.4465823574237795)	(38, 0.48497974095627383)	(40, 0.5135147217514391)	(42, 0.5385264250567569)	(44, 0.5626602813834456)	(46, 0.5894554209884613)	(48, 0.6108427854136154)	(50, 0.628169859863124)	(52, 0.6440563141016546)	(54, 0.6593899030872789)	(56, 0.6744064367307345)	(58, 0.6892347187647777)	(60, 0.7030662580668787)	(62, 0.7177360124298376)	(64, 0.7340960680857325)	(66, 0.7491819575852875)	(68, 0.7636713867223881)	(70, 0.7799898288646232)	(72, 0.7957950376717231)	(74, 0.8124483695191238)	(76, 0.8286479159080458)	(78, 0.8460364198300996)	(80, 0.8667975999544708)	(82, 0.8984000911851164)	(84, 0.9261067648988666)	(86, 0.9463507484963254)	(88, 0.9658238912931372)	(90, 0.9809533759022404)
ERR950185_1 - illumina_universal_adapter	(1, 0.06304020733335482)	(2, 0.08401170867622226)	(3, 0.10906018720322759)	(4, 0.1331365601734806)	(5, 0.1894977319143218)	(6, 0.3073110592384785)	(7, 0.5645125910924711)	(8, 0.7630567708388111)	(9, 0.8206079338646421)	(10, 0.8494505571400923)	(12, 0.8652745081533468)	(14, 0.8734284625216225)	(16, 0.8847522352247392)	(18, 0.9009931021987561)	(20, 0.9253271669437517)	(22, 0.9534742319329049)	(24, 0.991310926663393)	(26, 1.0444876146838389)	(28, 1.1170037561404493)	(30, 1.2045770584513242)	(32, 1.2953914109697335)	(34, 1.4017301216250706)	(36, 1.5223822485815535)	(38, 1.6574001682161623)	(40, 1.8041943924509969)	(42, 1.976068521039025)	(44, 2.157877400812655)	(46, 2.363618094756073)	(48, 2.606508305363999)	(50, 2.9010919049962913)	(52, 3.2424622746574467)	(54, 3.600039990411352)	(56, 4.011544423904059)	(58, 4.433052745399982)	(60, 4.866343656661368)	(62, 5.355130481915882)	(64, 5.86786169167066)	(66, 6.4284795753708845)	(68, 7.026330777938785)	(70, 7.694135869601425)	(72, 8.41906473305374)	(74, 9.169014839317027)	(76, 9.99133862329154)	(78, 10.796076514931185)	(80, 11.591853855997059)	(82, 12.429450591498995)	(84, 13.269251324944257)	(86, 14.16568349223558)	(88, 15.135830172488818)	(90, 15.799991963368717)
ERR950185_1 - polya	(1, 0.003884232116850775)	(2, 0.015122107561720008)	(3, 0.0185663781119372)	(4, 0.022911522346213634)	(5, 0.027868422663618667)	(6, 0.034467846163122415)	(7, 0.0408284333835965)	(8, 0.050742234018406565)	(9, 0.05818386965975174)	(10, 0.07054888473723463)	(12, 0.0875753973659543)	(14, 0.10446573141452546)	(16, 0.12010950769096815)	(18, 0.13453815202147046)	(20, 0.1484220820313788)	(22, 0.16469856494174218)	(24, 0.1837740414379268)	(26, 0.21108308439539705)	(28, 0.23341427648467022)	(30, 0.2602561221594772)	(32, 0.3000265527280739)	(34, 0.3418773729903236)	(36, 0.3686354164619623)	(38, 0.39856956343367966)	(40, 0.42182257975780413)	(42, 0.4424002107457805)	(44, 0.4620811581598561)	(46, 0.4835806133826839)	(48, 0.5012503079207202)	(50, 0.5161587198643611)	(52, 0.5299504674507843)	(54, 0.5439035342783065)	(56, 0.5573914988782447)	(58, 0.5708438475418363)	(60, 0.5838457593633982)	(62, 0.59666330633799)	(64, 0.6212068765909062)	(66, 0.6504245147255345)	(68, 0.6809662276702221)	(70, 0.7585063112067723)	(72, 0.8432114831142122)	(74, 0.867254335203198)	(76, 0.8828184993866308)	(78, 0.8971402959080934)	(80, 0.913439824424328)	(82, 0.9364477193041852)	(84, 0.9565078716875974)	(86, 0.9724051496286243)	(88, 0.9878917967741264)	(90, 1.001302244336134)
ERR950186_1 - illumina_universal_adapter	(1, 0.011421354602930246)	(2, 0.018067292718362046)	(3, 0.02887234828781136)	(4, 0.03688423572306347)	(5, 0.053261211209246824)	(6, 0.07965034292355899)	(7, 0.12382564849885594)	(8, 0.15014990663069644)	(9, 0.15613629665766618)	(10, 0.15895108931935392)	(12, 0.16081980890332975)	(14, 0.162396597366183)	(16, 0.16457166442294174)	(18, 0.16809285831598775)	(20, 0.1746559024093724)	(22, 0.1810387421070024)	(24, 0.18921101145447616)	(26, 0.2012468630469298)	(28, 0.2223145589546069)	(30, 0.2530249920791158)	(32, 0.2848743169847941)	(34, 0.3247571538532151)	(36, 0.37190222787054883)	(38, 0.42982172271005353)	(40, 0.49464845203883434)	(42, 0.5813177561770373)	(44, 0.6688430311950748)	(46, 0.7771188423842613)	(48, 0.915980745664886)	(50, 1.0955652382981482)	(52, 1.3209829169476504)	(54, 1.5561190186602012)	(56, 1.8068085617703367)	(58, 2.0794812391185826)	(60, 2.3556751103598748)	(62, 2.702175726604847)	(64, 3.060434679672811)	(66, 3.4564842965744837)	(68, 3.8836191717438355)	(70, 4.445190130234078)	(72, 5.047719745835396)	(74, 5.621259880291662)	(76, 6.269851541491828)	(78, 6.892472145175833)	(80, 7.508270210436566)	(82, 8.187415526936935)	(84, 8.873104065047155)	(86, 9.662051523968753)	(88, 10.5584782906503)	(90, 11.15000282380288)
ERR950186_1 - polya	(1, 0.0046024202675739746)	(2, 0.025949432988670803)	(3, 0.03324410692881937)	(4, 0.0396629875056003)	(5, 0.04647831775304148)	(6, 0.0584438896311508)	(7, 0.06810284524360048)	(8, 0.08269219312389763)	(9, 0.09441989519961079)	(10, 0.11996567034179116)	(12, 0.14084234958996833)	(14, 0.15852400490141538)	(16, 0.1732629224301889)	(18, 0.18658543340833078)	(20, 0.19885014458339284)	(22, 0.2130376366611571)	(24, 0.22916953416911412)	(26, 0.25258349130951685)	(28, 0.2715698264462277)	(30, 0.29441613974000325)	(32, 0.3293181271097655)	(34, 0.3665015021297817)	(36, 0.3884738241041472)	(38, 0.41223737777231395)	(40, 0.4324653211957744)	(42, 0.4513669602664805)	(44, 0.4694252427650548)	(46, 0.4899288989140198)	(48, 0.5062013558506655)	(50, 0.5211060614235332)	(52, 0.5376578351735987)	(54, 0.553959124813565)	(56, 0.5678961327812303)	(58, 0.5805464813632073)	(60, 0.5934419079234107)	(62, 0.6050885180210342)	(64, 0.6214690975951327)	(66, 0.6392444591923722)	(68, 0.6558304717776309)	(70, 0.6818483824366885)	(72, 0.7060732593579873)	(74, 0.7198841242486242)	(76, 0.732273176456757)	(78, 0.7442189258513333)	(80, 0.75782435773081)	(82, 0.7776396330879922)	(84, 0.7978459519839621)	(86, 0.814224729514103)	(88, 0.8303710433737204)	(90, 0.8421455985923297)
ERR950187_1 - illumina_universal_adapter	(1, 0.016146319078779964)	(2, 0.021050132783370364)	(3, 0.025157668056829525)	(4, 0.028685733382881298)	(5, 0.03610846747109973)	(6, 0.046144729281298404)	(7, 0.06424232471359304)	(8, 0.0748580564711991)	(9, 0.07725083373702415)	(10, 0.07853197477721056)	(12, 0.0793282532083418)	(14, 0.07997670767329768)	(16, 0.08118295123728857)	(18, 0.0831578794253913)	(20, 0.08667806080658039)	(22, 0.091118692750488)	(24, 0.09793436308427965)	(26, 0.10806326124661489)	(28, 0.12549269235179691)	(30, 0.14889618267667892)	(32, 0.171507336542861)	(34, 0.19951505066755135)	(36, 0.23698744059989568)	(38, 0.28026438493739225)	(40, 0.32475348579752666)	(42, 0.38534357305348066)	(44, 0.46603969069549833)	(46, 0.5518071558704386)	(48, 0.6502855111502435)	(50, 0.7725398731496923)	(52, 0.9234937654355322)	(54, 1.0978728288946265)	(56, 1.2694649178447612)	(58, 1.4848010748655067)	(60, 1.6961381008546552)	(62, 1.9453200331709095)	(64, 2.2209112097909447)	(66, 2.553363367746884)	(68, 2.8397220420631326)	(70, 3.1648322763656953)	(72, 3.5250595720728755)	(74, 4.022252670893276)	(76, 4.578265911347957)	(78, 5.102077179010999)	(80, 5.652609106799899)	(82, 6.193039730233481)	(84, 6.729607220684349)	(86, 7.853684311316327)	(88, 8.740624166396017)	(90, 9.232402966081969)
ERR950187_1 - polya	(1, 0.004336169674477041)	(2, 0.019745339908595907)	(3, 0.02254414033484927)	(4, 0.026068263688469703)	(5, 0.030026004009537838)	(6, 0.035938962656551984)	(7, 0.04076787888494687)	(8, 0.049613665020880035)	(9, 0.05501416725181962)	(10, 0.06708054486415982)	(12, 0.07806485104409644)	(14, 0.08792175310866902)	(16, 0.0970828970391096)	(18, 0.10537286506222344)	(20, 0.11353274799510296)	(22, 0.12434163640184484)	(24, 0.13561567755548515)	(26, 0.15279479341127689)	(28, 0.16677696962524968)	(30, 0.185716176171636)	(32, 0.21906329195458013)	(34, 0.25602716744328124)	(36, 0.2763736581476569)	(38, 0.3035239932685302)	(40, 0.32473771790780126)	(42, 0.3428983848989974)	(44, 0.3608028236821562)	(46, 0.38204217114223105)	(48, 0.397055173147)	(50, 0.4087332664748529)	(52, 0.42298349681415703)	(54, 0.43702480261459997)	(56, 0.4488369230051185)	(58, 0.4590702834368844)	(60, 0.4698338391606658)	(62, 0.47893782449085187)	(64, 0.49228731412959414)	(66, 0.5052761132908685)	(68, 0.5158070926412007)	(70, 0.5294463172536468)	(72, 0.5433358571154829)	(74, 0.5545606236137315)	(76, 0.5652138041094352)	(78, 0.5753978898858094)	(80, 0.5886961338829442)	(82, 0.6111988835072644)	(84, 0.6334572308408413)	(86, 0.64952668145721)	(88, 0.66429331018502)	(90, 0.6746646396518828)
